name,address,email,phone_number,banking_account
Gollehon Books,2972 Lafayette Ave,rima@cox.net,310-499-4200,712317697127024      
HarperCollins (SanFrancisco),2140 Diamond Blvd,gsarbacher@gmail.com,707-881-3154,254022857376727      
Hackett Publishing Company (Indianapolis  IN),93 Redmond Rd #492,avery@cox.net,407-945-8566,482356324729766      
University of Nebraska Press,3989 Portage Tr,cristy@lother.com,760-465-4762,390375829757166      
Storey Publishing  LLC,1 Midway Rd,nicolette_brossart@brossart.com,508-504-6388,343633887882859      
Princeton University Press (NJ),77132 Coon Rapids Blvd Nw,tracey@hotmail.com,936-988-8171,516607433060070      
Ohio State University Press,755 Harbor Way,virgina_tegarden@tegarden.com,414-411-5744,175073072424851      
Waveland Press,87 Sierra Rd,tfrankel@aol.com,626-638-4241,340671672865951      
Loyola Press (Chicago),7667 S Hulen St #42,alaine_bergesen@cox.net,914-654-1426,459764307735082      
Penguin Books (London),75684 S Withlapopka Dr #32,earleen_mai@cox.net,214-785-6750,967678873860771      
Bureau of Public Secrets,5 Elmwood Park Blvd,leonida@gobern.org,228-432-4635,616209645943322      
Rebel Press,23 Palo Alto Sq,ressie.auffrey@yahoo.com,305-287-4743,508796170567267      
Disney Hyperion Books,38062 E Main St,jmugnolo@yahoo.com,212-311-6377,664045400885546      
Thorndike Press Large Print,3958 S Dupont Hwy #7,eladia@saulter.com,201-365-8698,129105050769845      
Chicken House / Scholastic,560 Civic Center Dr,chaya@malvin.com,734-408-8174,414031638662168      
The Chicken House,3270 Dequindre Rd,gwenn_suffield@suffield.org,631-295-9879,368485086098260      
Chicken House,1 Garfield Ave #7,skarpel@cox.net,330-618-2579,364132481080411      
Onyx Books,9122 Carpenter Ave,yoko@fishburne.com,203-840-8634,617381882401767      
Stonewall Inn Editions,48 Lenox St,taryn.moyd@hotmail.com,703-938-7939,661508205547194      
Heinemann Educational Books,5 Little River Tpke,katina_polidori@aol.com,978-679-7429,319897597794473      
Verba Mundi,3 N Groesbeck Hwy,rickie.plumer@aol.com,419-313-5571,698812997246531      
Laurel Press,37 N Elm St #916,alex@loader.com,253-875-9222,756525875687627      
Porrua,433 Westminster Blvd #590,lashon@aol.com,916-289-4526,595216366873781      
Edaf S.A.,66697 Park Pl #3224,lburnard@burnard.com,307-453-7589,695279146862806      
ComicsLit,96263 Greenwood Pl,ceola.setter@setter.org,207-297-5029,756631265507280      
Nantier Beall Minoustchine Publishing,8 Mcarthur Ln,my@hotmail.com,215-647-2158,286248844495083      
McGraw-Hill Professional Publishing,8 Fair Lawn Ave,lorrine.worlds@worlds.com,813-863-6467,840519070142959      
Del Rey Fantasy,9 N 14th St,peggie@cox.net,619-695-8086,185802696729464      
Simon & Schuster Aladddin Paperbacks,9 Vanowen St,mraymo@yahoo.com,979-809-5770,547048892095669      
Coronet Books (GB),18 Waterloo Geneva Rd,daron_dinos@cox.net,847-265-6609,693123497258340      
New Falcon Publications,506 S Hacienda Dr,an_fritz@hotmail.com,609-854-7156,717084246905414      
Backstage Books,3732 Sherman Ave,portia.stimmel@aol.com,908-670-4712,452838483354079      
Princeton Architectural Press,25657 Live Oak St,rhea_aredondo@cox.net,718-280-4183,455730880189870      
Chatto and Windus,4923 Carey Ave,bsama@cox.net,314-858-4832,724572479935034      
HarperVoyager,3196 S Rider Trl,alyce@arias.org,209-242-7022,390733256680081      
DAW Fantasy,3 Railway Ave #75,heike@gmail.com,973-822-8827,930077731655007      
Fischer (Tb.),87393 E Highland Rd,carey_dopico@dopico.org,317-441-5848,619774236910370      
DAW Books Inc,67 E Chestnut Hill Rd,dottie@hellickson.org,206-295-5631,640028326195850      
Collier Books,33 Lewis Rd #46,deandrea@yahoo.com,336-467-3095,127926737944962      
Dante University of America Press,8100 Jacksonville Rd #7,kimberlie_duenas@yahoo.com,785-616-1685,406761802089784      
Warner Forever,7 W Wabansia Ave #227,martina_staback@staback.com,407-429-2145,754621362161900      
Literatura Random House,25 Minters Chapel Rd #9,skye_fillingim@yahoo.com,612-664-6304,998580789591328      
Mirrorstone,6882 Torresdale Ave,jade.farrar@yahoo.com,803-975-3405,653970161271810      
William Morrow / HarperCollins / Harper Perennial,985 E 6th Ave,charlene.hamilton@hotmail.com,707-821-8037,327860395597813      
McGraw-Hill Science/Engineering/Math,7 West Ave #1,geoffrey@gmail.com,847-556-2909,282434818398364      
Sasquatch Books,26659 N 13th St,stevie.westerbeck@yahoo.com,949-903-3898,306153690613428      
Pomegranate Communications,669 Packerland Dr #1438,pamella@fortino.com,303-794-1341,523226229131573      
Van Patten Publishing,759 Eldora St,hhaufler@hotmail.com,203-801-8497,704627347073993      
Vanderbilt University Press,5 S Colorado Blvd #449,jengelberg@engelberg.org,425-700-3751,953831560449808      
Mel Bay Publications  Inc.,944 Gaither Dr,buddy.cloney@yahoo.com,440-327-2093,438012243073922      
Collins,66552 Malone Rd,dalene.riden@aol.com,603-745-7497,483942576888082      
Greenery Press (CA),77 Massillon Rd #822,jzurcher@zurcher.org,321-597-2159,684927778654977      
New York Review Children's Collection,25346 New Rd,hdenooyer@denooyer.org,212-782-3493,974927548975499      
The Bodley Head Ltd,60 Fillmore Ave,joseph_cryer@cox.net,714-698-2170,196233070228491      
TSR Inc./Wizards of the Coast,57 Haven Ave #90,deonna_kippley@hotmail.com,248-793-4966,660503613394406      
Sensory Resources,6538 E Pomona St #60,raymon.calvaresi@gmail.com,317-342-1532,257757164961307      
Lama Foundation (San Cristobal  NM),6535 Joyce St,alecia@aol.com,940-302-3036,892041846851971      
Sutton Publishing,78112 Morris Ave,mlayous@hotmail.com,203-564-1543,646325846517264      
Ace Hardcover,96950 Hidden Ln,detra@aol.com,410-259-2118,511508813845649      
Grove Press  Black Cat,3718 S Main St,terrilyn.rodeigues@cox.net,504-635-8518,506034657263986      
Gotham,9677 Commerce Dr,slacovara@gmail.com,804-858-1011,445201900843697      
One World/Ballantine,5 Green Pond Rd #4,garry_keetch@hotmail.com,215-846-9046,453508609219124      
Loose Id  LLC,636 Commerce Dr #42,mneither@yahoo.com,952-906-4597,924354718123533      
Dover Publications (NYC),42744 Hamann Industrial Pky #82,theodora.restrepo@restrepo.com,305-573-1085,537624643846196      
Eraserhead Press,1950 5th Ave,noah.kalafatis@aol.com,414-660-9766,625805439422569      
Panther,61304 N French Rd,csweigard@sweigard.com,732-445-6940,189665221949679      
Collins Publishers,87 Imperial Ct #79,lavonda@cox.net,701-421-7080,787927191751671      
Four Walls Eight Windows Press,94 W Dodge Rd,junita@aol.com,775-578-1214,748995090505811      
New World Publishing,4 58th St #3519,herminia@nicolozakes.org,602-304-6433,481084183388143      
Vintage Books/Vintage Classics,5221 Bear Valley Rd,casie.good@aol.com,615-825-4297,632400958080298      
Kregel Academic & Professional,9648 S Main,reena@hotmail.com,410-951-2667,769552030302764      
l'ecole des loisirs,7 S San Marcos Rd,mirta_mallett@gmail.com,212-745-6948,789771513516711      
Lawrence Hill Books,812 S Haven St,cathrine.pontoriero@pontoriero.com,806-558-5848,420331915984316      
Orion Publishing Group  Ltd.,3882 W Congress St #799,ftawil@hotmail.com,323-842-8226,412732510172658      
Manchester University Press,4 E Colonial Dr,rupthegrove@yahoo.com,619-666-4765,762338347787955      
Arrow Books Ltd,45 2nd Ave #9759,sarah.candlish@gmail.com,770-531-2842,658348177524555      
Sidgwick & Jackson Ltd,57254 Brickell Ave #372,lucy@cox.net,508-502-5634,806531728325352      
McFarland & Company,8977 Connecticut Ave Nw #3,jaquas@aquas.com,269-431-9464,816296107046766      
Temenos Press,9 Waydell St,yvonne.tjepkema@hotmail.com,973-976-8627,160278209134144      
Octopus Books (London),43 Huey P Long Ave,kayleigh.lace@yahoo.com,337-751-2326,224737823337856      
Peter Smith Publisher  Inc.,7563 Cornwall Rd #4462,felix_hirpara@cox.net,717-583-1497,717982158936237      
Vince Emery Productions,22 Bridle Ln,tresa_sweely@hotmail.com,314-231-3514,913434613250261      
Broadway,70099 E North Ave,kristeen@gmail.com,817-947-9480,792794302788577      
Mongoose Publishing,3211 E Northeast Loop,jregusters@regusters.com,813-357-7296,872346645579120      
Image Comics,26 Montgomery St,renea@hotmail.com,770-930-9967,250871146914051      
Beckett Media,13252 Lighthouse Ave,olive@aol.com,760-745-2649,941321433475156      
Abacus Books (London),206 Main St #2804,lreiber@cox.net,517-747-7664,432781193485438      
Harpercollins Childrens Books,96541 W Central Blvd,christiane.eschberger@yahoo.com,602-330-6894,958017681036290      
Salani,34 Saint George Ave #2,goldie.schirpke@yahoo.com,207-748-3722,444598756798296      
Wheeler Publishing,47857 Coney Island Ave,loreta.timenez@hotmail.com,301-392-6698,783471560392812      
Fantagraphics,8573 Lincoln Blvd,fabiola.hauenstein@hauenstein.org,717-344-2804,222968932917970      
Berkley Hardcover,596 Santa Maria Ave #7913,amie.perigo@yahoo.com,972-898-1033,590746359457893      
McGraw-Hill Medical Publishing,3829 Ventura Blvd,raina.brachle@brachle.org,406-374-7752,299890683119771      
Blanvalet Taschenbuch Verlag,13 S Hacienda Dr,erinn.canlas@canlas.com,973-563-9502,655106277005761      
Be Beautiful,40 9th Ave Sw #91,cherry@lietz.com,248-697-7722,816892237281404      
Bantam (Fanfare Imprint),2845 Boulder Crescent St,kattie@vonasek.org,216-270-9653,361725782130323      
Grand Central Publishing (Formerly Warner Books),33 State St,lilli@aol.com,325-667-7868,690106946446599      
Bantam (Fanfare),2 S 15th St,whitley.tomasulo@aol.com,817-819-7799,724826352691612      
Gramedia Pustaka Utama,4 Kohler Memorial Dr,badkin@hotmail.com,718-732-9475,657575875655226      
Fanfare,1 Rancho Del Mar Shopping C,hermila_thyberg@hotmail.com,401-885-7681,729151732068109      
Mira (Mills and Boon),3943 N Highland Ave,jesusita.flister@hotmail.com,717-686-7564,172619897520669      
Blanvalet Verlag GmbH,5 Williams St,caitlin.julia@julia.org,401-552-9059,618160620166774      
Loveswept,60 Old Dover Rd,roosevelt.hoffis@aol.com,305-302-1135,444398883275304      
Cisne,8 Sheridan Rd,hhalter@yahoo.com,201-412-3040,848655356513877      
Bedford/St. Martin's,85092 Southern Blvd,lorean.martabano@hotmail.com,210-634-2447,694513145775153      
International Publishers (NYC),64 Newman Springs Rd E,france.buzick@yahoo.com,718-853-3740,750546578576153      
Knowledge Products,48 Stratford Ave,jferrario@hotmail.com,909-631-5703,461558716980872      
Allworth,80 Pittsford Victor Rd #9,adelina_nabours@gmail.com,216-937-5320,711906029535897      
Ivan R. Dee  Publisher,87163 N Main Ave,ddhamer@cox.net,212-225-9676,713110841672712      
Ivan R. Dee,393 Lafayette Ave,jerry.dallen@yahoo.com,804-808-9574,548636098515380      
Shepard Publications,99 5th Ave #33,leota.ragel@gmail.com,706-616-5131,456917875425077      
Disney Editions,49 N Mays St,jamyot@hotmail.com,337-991-8070,737674151585898      
Praeger,993 Washington Ave,aja_gehrett@hotmail.com,973-986-4456,278400987290075      
Bloomsbury / Continuum,88 15th Ave Ne,kirk.herritt@aol.com,607-350-7690,435967803327977      
Intercultural Publishing,3381 E 40th Ave,leonora@yahoo.com,973-355-2120,658055538655049      
YoungJin Singapore Pte. Ltd.,201 Ridgewood Rd,winfred_brucato@hotmail.com,208-793-4108,778756545492786      
Arkana/Penguin,39 Moccasin Dr,tarra.nachor@cox.net,415-284-2730,713773297185936      
Arkana,4 Carroll St,corinne@loder.org,508-618-7826,401447542664958      
Red Hen Pr,9581 E Arapahoe Rd,dulce_labreche@yahoo.com,248-811-5696,275537491444325      
Alfabeta Bokförlag,33 N Michigan Ave,kate_keneipp@yahoo.com,920-355-1610,139689447800106      
House of Anansi Press,2 S Biscayne Blvd,kaitlyn.ogg@gmail.com,410-773-3862,205426979072137      
Servant Publications,8 Us Highway 22,sherita.saras@cox.net,719-547-9543,651660248000290      
Urban Books,7422 Martin Ave #8,lstuer@cox.net,419-399-1744,851916469481268      
WaterBrook,94 Chase Rd,ernest@cox.net,301-257-4883,372998319444704      
Loyola Classics,8139 I Hwy 10 #92,nobuko.halsey@yahoo.com,508-897-7916,785477551110035      
Museum of Modern Art,5 Cabot Rd,lavonna.wolny@hotmail.com,703-892-2914,714059407912385      
Pocket Books/Star Trek,3387 Ryan Dr,llizama@cox.net,410-912-6032,697106821929738      
Vivendi,3125 Packer Ave #9851,mariann.bilden@aol.com,512-742-1149,670971713130112      
Cátedra,347 Chestnut St,helene@aol.com,623-426-4907,727770830438541      
Grupo Editorial Norma  S.A.,8116 Mount Vernon Ave,roselle.estell@hotmail.com,419-488-6648,791908524501665      
New Press (NY),8772 Old County Rd #5410,sheintzman@hotmail.com,206-923-6042,121250608497134      
Grove Weidenfeld,868 State St #38,margart_meisel@yahoo.com,513-747-9603,403590407982737      
1st Book Library,772 W River Dr,kristofer.bennick@yahoo.com,812-442-8544,111485726781752      
Pygmalion Editions,73 W Barstow Ave,wacuff@gmail.com,847-613-5866,622237727932493      
Seal Press,61047 Mayfield Ave,shalon@cox.net,718-394-4974,859220594579551      
Wyatt Book,2139 Santa Rosa Ave,denise@patak.org,407-808-3254,232303762485844      
Wordsworth Classics,598 43rd St,louvenia.beech@beech.com,310-652-2379,161672723231442      
Arsenal Pulp Press,70295 Pioneer Ct,audry.yaw@yaw.org,813-744-7100,277038009109242      
Audio Renaissance,92899 Kalakaua Ave,kristel.ehmann@aol.com,915-300-6100,203266841976102      
Orion Books,395 S 6th St #2,vzepp@gmail.com,619-935-6661,431385440616272      
Avenel Books,9506 Edgemore Ave,egwalthney@yahoo.com,301-591-3034,911585734548978      
Distribooks,72119 S Walker Ave #63,venita_maillard@gmail.com,714-663-9740,106034663960859      
Shadow Mountain,369 Latham St #500,kasandra_semidey@semidey.com,314-697-3652,330328489835611      
Little Apple,3158 Runamuck Pl,xdiscipio@gmail.com,512-942-3411,833191657031924      
Artisan,9 Plainsboro Rd #598,mlinahan@yahoo.com,336-364-6037,798392498185870      
Reclam  Leipzig,8728 S Broad St,krauser@cox.net,631-288-2866,426160659175741      
Bantam Skylark,2215 Prosperity Dr,pdubaldi@hotmail.com,201-749-8866,989766192674948      
McClelland & Stewart,1 S Pine St,linn_paa@paa.com,901-573-9024,734366997336108      
Editorial Diana,187 Market St,paris@hotmail.com,404-607-8435,718385597810536      
Planeta,94290 S Buchanan St,wynell_dorshorst@dorshorst.org,650-749-9879,393231938726146      
Reclam,7061 N 2nd St,qbirkner@aol.com,952-314-5871,720518882690112      
東立,10759 Main St,regenia.kannady@cox.net,480-205-5121,853051314967118      
Penguin/Viking Compass (Non-Classics),97 E 3rd St #9,sheron@aol.com,718-613-9994,161817968264622      
Modern Library Classics,82 Winsor St #54,izetta.funnell@hotmail.com,770-584-4119,136168670852159      
Vintage/Ebury,41 Steel Ct,rodolfo@hotmail.com,507-590-5237,724224512854945      
Felony & Mayhem,49440 Dearborn St,zona@hotmail.com,203-938-2557,301709431155376      
Book Publishing Company (TN),7 S Beverly Dr,szagen@aol.com,260-382-4869,233671334629829      
Book Publishing Company,919 Wall Blvd,paz_sahagun@cox.net,601-249-4511,999039656122746      
Cook's Illustrated,89 20th St E #779,markus@yahoo.com,586-247-1614,301687916438748      
Boston Common Press,721 Interstate 45 S,jaclyn@aol.com,719-223-2074,735340476960057      
Specialty Press,3 Lawton St,cyril_daufeldt@daufeldt.com,212-422-5427,572816766460374      
Bantem Press,38 Pleasant Hill Rd,gschnitzler@gmail.com,510-441-4055,518202062559301      
University of Pittsburgh Press,45 E Acacia Ct,erick_nievas@aol.com,773-359-6109,627259158481989      
P & R Publishing,63728 Poway Rd #1,jennie@cox.net,570-868-8688,992866434022861      
Portable Press,77 222 Dr,mscipione@scipione.com,530-399-3254,687090358617902      
Green Ronin Publishing,53 W Carey St,cventura@yahoo.com,845-694-7919,120808420393073      
Harbor Press,617 Nw 36th Ave,galen@yahoo.com,216-871-6876,880069503704291      
Mestas Ediciones,539 Coldwater Canyon Ave,tfeichtner@yahoo.com,973-473-5108,742050259373856      
Piemme,735 Crawford Dr,gail@kitty.com,907-770-3542,670767236632400      
Riverrun Press (New York  NY),910 Rahway Ave,dalene@schoeneck.org,215-380-8820,479456053188903      
William Heinemann Ltd.,7 Tarrytown Rd,gertude.witten@gmail.com,513-863-9471,139009298890838      
Headline Feature,35433 Blake St #588,lizbeth@yahoo.com,310-955-5788,280880964870508      
W.W. Norton & Company (NY/London),29 Cherry St #7073,gberray@gmail.com,515-372-1738,608354172413511      
Sun & Moon Press,810 N La Brea Ave,lashandra@yahoo.com,610-378-7332,391910626904615      
Condor Books,987 Main St,lnewville@newville.com,919-254-5987,742280594143002      
Ig Publishing,36 Enterprise St Se,laurel@yahoo.com,509-595-6485,141888783252021      
Wesleyan University Press,8429 Miller Rd,mireya.frerking@hotmail.com,914-883-3061,480474877843520      
Plaza & Janés Editores  S.A.,5 W 7th St,annelle@yahoo.com,410-234-2267,562785561498464      
Martínez Roca,2 Flynn Rd,dean_ketelsen@gmail.com,516-732-6649,238502029936750      
Sholom Aleichem Family Publications,2094 Ne 36th Ave,levi.munis@gmail.com,508-658-7802,735795440403971      
Feminist Press,649 Tulane Ave,sylvie@aol.com,918-565-1706,860635189862476      
Rowohlt,2094 Montour Blvd,sharee_maile@aol.com,231-265-6940,795512119603529      
Arkham House Publishers,393 Hammond Dr,cordelia_storment@aol.com,337-255-3427,244629810050304      
Prentice Hall/Scribner/Macmillan,8590 Lake Lizzie Dr,mollie_mcdoniel@yahoo.com,419-417-4674,612978966178686      
Liguori Publications,87895 Concord Rd,brett.mccullan@mccullan.com,619-727-3892,500902554812883      
Aegypan,46314 Route 130,teddy_pedrozo@aol.com,203-918-3939,231283931760504      
Evans Brothers,4 Cowesett Ave,tasia_andreason@yahoo.com,201-969-7063,873613359633873      
Fredonia Books (NL),95 Main Ave #2,hubert@walthall.org,330-566-8898,840013823086150      
Helen Marx Books,28 S 7th St #2824,arthur.farrow@yahoo.com,201-772-4377,233470555558495      
Shaye Areheart Books,79 S Howell Ave,vberlanga@berlanga.com,616-568-4113,551023843015209      
Health Communications,36 Lancaster Dr Se,billye_miro@cox.net,601-637-5479,386409448105255      
Puffin Group,2759 Livingston Ave,glenna_slayton@cox.net,901-869-4314,214833658877882      
South End Press,17 Jersey Ave,mitzie_hudnall@yahoo.com,303-997-7760,456849893932949      
Crossing Press,2 W Grand Ave,bernardine_rodefer@yahoo.com,901-739-5892,523647418261983      
Billboard Books,18 Coronado Ave #563,staci_schmaltz@aol.com,626-293-7678,667606661983376      
John F. Blair  Publisher,72 Beechwood Ter,nichelle_meteer@meteer.com,773-857-2231,388547639040921      
Random House Para Ninos,92 Broadway,jrhoden@yahoo.com,718-728-5051,528197522520082      
Harcourt  Brace Jovanovich/Harvest,39 Franklin Ave,ettie.hoopengardner@hotmail.com,509-847-3352,860787817833888      
Arden Shakespeare,4 Iwaena St,eden_jayson@yahoo.com,410-429-4888,347060419927671      
Arléa,32820 Corkwood Rd,lynelle_auber@gmail.com,973-605-6492,131991939868796      
Greenwood,34 Raritan Center Pky,merissa.tomblin@gmail.com,562-719-7922,346814452241162      
Cambridge University Press/The New Cambridge Shakespeare,6201 S Nevada Ave,golda_kaniecki@yahoo.com,732-617-5310,302528972692166      
Prestwick House,78 Maryland Dr #146,catarina_gleich@hotmail.com,973-491-8723,691532288303743      
Cedar Books,76598 Rd  I 95 #1,vkiel@hotmail.com,303-845-5408,458337788460074      
Dragon Door Publications,1610 14th St Nw,jolene@yahoo.com,757-940-1741,268766330179677      
Travelers' Tales,86350 Roszel Rd,keneth@yahoo.com,602-442-3092,575060850534106      
Ecco/Harper Perennial,1644 Clove Rd,rikki@nayar.com,305-978-2069,591643280067508      
Longmeadow Press,9 W Central Ave,elke_sengbusch@yahoo.com,602-575-3457,386569040284625      
Futura,27846 Lafayette Ave,hoa@sarao.org,386-599-7296,897746718884471      
Kensington Publishing Corporation,10276 Brooks St,trinidad_mcrae@yahoo.com,415-419-1597,959409135581124      
Perennial / William Morrow / HarperCollins,1 Century Park E,mari_lueckenbach@yahoo.com,858-228-5683,589621167922256      
Granta Books,9 State Highway 57 #22,selma.husser@cox.net,201-772-7699,830408667432484      
Poorhouse Press,4 S Washington Ave,aonofrio@onofrio.com,909-665-3223,103473118037336      
Gauntlet Press,25 Se 176th Pl,ljurney@hotmail.com,617-544-2541,502814748835264      
IDW Publishing,105 Richmond Valley Rd,clorinda.heimann@hotmail.com,760-261-4786,672995613003001      
Cruithne Press,22 Spruce St #595,dick@yahoo.com,310-936-2258,112923253210053      
Vintage/Random House (NY),2 W Beverly Blvd,ahmed.angalich@angalich.com,717-632-5831,221052631380718      
Grupo Océano,72 Southern Blvd,iluminada.ohms@yahoo.com,480-866-6544,630072085730487      
Claassen Verlag,1 Washington St,joanna_leinenbach@hotmail.com,561-951-9734,546797688763883      
HQN Books,90177 N 55th Ave,caprice@aol.com,615-726-4537,675283727183561      
Goldmann Verlag,9 Tower Ave,stephane_myricks@cox.net,859-308-4286,861706759787019      
Carlton Publishing Group,278 Bayview Ave,quentin_swayze@yahoo.com,734-851-8571,311135462877155      
Ullstein,80312 W 32nd St,annmarie_castros@gmail.com,936-937-2334,551399793673713      
Serpents Tail,82 Us Highway 46,shonda_greenbush@cox.net,973-644-2974,211169135425521      
Barrington Stoke,4 Stovall St #72,clapage@lapage.com,201-856-2720,856868843062075      
Triple Crown Publications,19 Amboy Ave,jeanice.claucherty@yahoo.com,305-306-7834,463384770446535      
Project Management Institute,63 Smith Ln #8343,josphine_villanueva@villanueva.com,931-486-6946,828997311287262      
Orion (an Imprint of The Orion Publishing Group Ltd ),11360 S Halsted St,dperruzza@perruzza.com,714-531-1391,626990619744493      
Modern Language Association of America,26849 Jefferson Hwy,cassi.wildfong@aol.com,847-755-9041,153735672252127      
W.W. Norton & Company (NY),2500 Pringle Rd Se #508,britt@galam.org,215-351-8523,610649983724260      
Dutton Adult,65 Mountain View Dr,adell.lipkin@lipkin.com,973-662-8988,207827835124298      
Mikaya Press,1 N San Saba,jacqueline.rowling@yahoo.com,814-481-1700,688839687255627      
Inner Traditions International,51120 State Route 18,lonny_weglarz@gmail.com,801-892-8781,340408124905082      
Readers Digest.,1482 College Ave,lonna_diestel@gmail.com,910-200-7912,128408408711148      
Reader's Digest Association,4119 Metropolitan Dr,cristal@cox.net,213-696-8004,731851691722311      
Readers Digest,2167 Sierra Rd,kenneth.grenet@grenet.org,517-867-8077,596066426809184      
Krause Publications,6 Sunrise Ave,emclaird@mclaird.com,315-474-5570,615607639837975      
Henry Holt and Co.,55713 Lake City Hwy,ajeanty@gmail.com,574-405-1983,307093493085248      
The Orion Publishing Group Ltd,75698 N Fiesta Blvd,sharika.eanes@aol.com,407-472-1332,834202347036602      
Gaia Books,88 Sw 28th Ter,nu@gmail.com,973-903-4175,321866155834442      
Leete's Island Books,7 Flowers Rd #403,dcomnick@cox.net,609-398-2805,925852965154679      
Corgi Childrens,4 Nw 12th St #3849,cecilia_colaizzo@colaizzo.com,608-302-3387,432220954728246      
Hartorch,2 A Kelley Dr,leslie@cox.net,914-396-2615,346344694944479      
Science Fiction Book Club,88827 Frankford Ave,nan@koppinger.com,336-564-1492,877312359359676      
L.A. Weekly Books,2 W Scyene Rd #3,idewar@dewar.com,410-522-7621,243370939583841      
Wiley Publishing,62260 Park Stre,tegan.arceo@arceo.org,732-705-6719,678767596757331      
Viking Penguin Inc.,3424 29th St Se,ruthann@hotmail.com,830-919-5991,571779758086581      
Praeger Publishers,35 E Main St #43,joni_breland@cox.net,847-740-5304,876246261820370      
Potomac Books,7163 W Clark Rd,vrentfro@cox.net,732-724-7251,336095048425579      
Burford Books,21575 S Apple Creek Rd,colette.kardas@yahoo.com,402-707-1602,436521059464900      
Civitas Books,747 Leonis Blvd,malcolm_tromblay@cox.net,703-874-4248,190091521689417      
Focus on the Family Publishing,13 Gunnison St,ryan@cox.net,972-961-4968,574916772502589      
Fontana Books,18 3rd Ave,jess.chaffins@chaffins.org,212-428-9538,606466576790727      
5/1/1977,62 W Austin St,sbourbon@yahoo.com,516-749-3188,613111601712758      
Union Square Press,177 S Rider Trl #52,nickolas_juvera@cox.net,352-947-6152,947584868011583      
Orbit Books,2 W Mount Royal Ave,gary_nunlee@nunlee.org,317-887-8486,445672507109907      
Bragelonne,1953 Telegraph Rd,diane@cox.net,816-329-5565,964793521233208      
Management Books 2000,63517 Dupont St,roslyn.chavous@chavous.org,601-973-5754,172092034934474      
Sterling Publishing Co.  Inc.,5 E Truman Rd,glory@yahoo.com,325-740-3778,780529974660837      
Fandemonium Books,251 Park Ave #979,rasheeda@aol.com,408-997-7490,164592279913153      
Thomas Publications (PA),43496 Commercial Dr #29,alpha@yahoo.com,856-513-7024,117844057658280      
Pearson Education,2184 Worth St,refugia.jacobos@jacobos.com,510-509-3496,133967568110788      
Contemporary Books,50126 N Plankinton Ave,shawnda.yori@yahoo.com,407-564-8113,685532806150206      
Scholastic Audio Books,38773 Gravois Ave,mdelasancha@hotmail.com,307-816-7115,169457548857533      
Kaplan Publishing,16452 Greenwich St,gilma_liukko@gmail.com,516-407-9573,897063019419756      
Modern Publishing,40 Cambridge Ave,jgabisi@hotmail.com,608-586-6912,678833325580510      
Limelight Editions,20113 4th Ave E,lili.paskin@cox.net,201-478-8540,150531895154052      
Zenith Press,6 Ridgewood Center Dr,loren.asar@aol.com,570-569-2356,708375037799899      
Barricade Books,469 Outwater Ln,dorothy@cox.net,858-732-1884,917706877819235      
Self-Realization Fellowship Publishers,62 Monroe St,gail_similton@similton.com,760-493-9208,905287613779151      
Berkley Books (NY),3338 A Lockport Pl #6,catalina@hotmail.com,609-826-4990,894415172919570      
Lucas Books,9 Hwy,lawrence.lorens@hotmail.com,401-893-1820,765252570469255      
World Wrestling Entertainment Books,8284 Hart St,carlee.boulter@hotmail.com,785-253-7049,215629277570588      
Four Ninety-Eight Productions,5 Washington St #1,tankeny@ankeny.org,916-459-2433,279596928666488      
Hal Leonard Publishing Corporation,8 S Haven St,joles@gmail.com,386-208-6976,167628102302451      
Omnibus Press,9 Front St,alesia_hixenbaugh@hixenbaugh.org,202-276-6826,655271431916261      
HarperResource,1933 Packer Ave #2,lai@gmail.com,415-926-6089,102288033977794      
MJF Books,67 Rv Cent,bgillaspie@gillaspie.com,208-206-9848,174466799980312      
Wasendorf & Associates Inc,2 Sw Nyberg Rd,rkampa@kampa.org,574-330-1884,320395216106358      
Tom Doherty Associates/Orb Books,89992 E 15th St,flo.bookamer@cox.net,308-250-6987,472151904249438      
Deodand Publishing,61556 W 20th Ave,jbiddy@yahoo.com,206-395-6284,825957950250678      
Titan,63 E Aurora Dr,chauncey_motley@aol.com,407-557-8857,997765418578785      
Academic Press,6649 N Blue Gum St,jbutt@gmail.com,504-845-1427,322607995678149      
Watkins,4 B Blue Ridge Blvd,josephine_darakjy@darakjy.org,810-374-9840,743194480029324      
Vintage/Random House Inc. (NYC),8 W Cerritos Ave #54,art@venere.org,856-264-4130,201706923178329      
Aris & Phillips,639 Main St,lpaprocki@hotmail.com,907-921-2010,575461242114681      
Harcourt Brace Jovanovich (NY),34 Center St,donette.foller@cox.net,513-549-4561,202304911010884      
FASA Corp.,3 Mcauley Dr,simona@morasca.com,419-800-6759,445759847369073      
Penguin Young Readers,7 Eads St,mitsue_tollner@yahoo.com,773-924-8565,132761022276123      
Fantasy Flight Games,7 W Jackson Blvd,leota@hotmail.com,408-813-1105,125578644514669      
Harcourt Children's Books,5 Boston Ave #88,sage_wieser@cox.net,605-794-4895,515893480295283      
Malhavoc Press,228 Runamuck Pl #2808,kris@gmail.com,410-804-4694,589688156024470      
British Academy,2371 Jerrold Ave,minna_amigon@yahoo.com,215-422-8694,439328310373665      
Love Inspired,37275 St  Rt 17m M,amaclead@gmail.com,631-677-3675,308509477017363      
